generationtime,growth_rate,division_ratio
0.2421998943115887,1.4077812513293346,0.4876349472817791
0.06481451914625973,1.7881306911134633,0.4286357878260742
0.44049588533958633,1.0249203712730084,0.637864907501475
1.3681983548292869,1.2728369845911498,0.4528596133995166
0.7749321302615403,1.1577473348127154,0.4921831587334799
0.4938370470748147,1.0631922418105015,0.5556514110107559
0.9496009524464711,1.089570482102474,0.5507203628078767
0.07515092433748342,1.0659140851525672,0.41077643101394073
0.6336377969275079,1.2795711234612508,0.5071561936362106
0.1864397508325694,1.6294089397860998,0.5351909867828352
0.48132710319299843,1.4251741752723106,0.32107691194492527
1.2540249246122133,1.5175193795802409,0.6515943116965286
0.10472736141462677,1.3976635305512468,0.44634505624137105
0.5971519314908493,1.4184325066524592,0.6479172394228567
0.29904250092141804,1.4379618291379164,0.45522674319616135
0.035909955077005354,1.4898712050071474,0.40227664055271883
0.860807000162529,1.5918949418424504,0.4355838351056083
1.188587979560034,0.8729277543578181,0.39153005756019643
0.6652629109356643,1.283862353416852,0.6901202705732574
0.33096837404964835,1.3258227220617063,0.4912433931938095
0.06960379867704965,1.1815796156047624,0.5112685715090342
0.5253213847651045,1.370409849723667,0.5015337017302692
0.2575806666008066,1.4597944861435566,0.4941647068070949
0.3365021018276047,1.0344595017578873,0.6001360462553587
0.9771706012156397,1.526525421698597,0.5378257159676035
0.8661402297253498,1.306595912118588,0.5027506016753507
0.05843720431890084,1.7500444218277502,0.42116577485547935
0.22468492851410354,1.1706537572571376,0.3967737402437588
0.8538450743792337,1.66278289160162,0.4201795141548825
0.163998820344572,1.1734478359024514,0.5194826654930373
1.2852908423593277,1.6491120519052256,0.5685987680446937
0.26154740870479665,1.4971547593744567,0.5983143069576625
0.049200230950183554,1.2963436216903104,0.3973098619654696
0.645699471739998,1.6687504105299023,0.6186136670529483
1.2785237470507083,1.0830401493872002,0.4377098510875172
0.07890894160913463,2.2436174544441085,0.4525037737193488
0.9438804557834994,1.094326824995619,0.5681418318295879
0.17880368113170683,1.345878980823815,0.39823832469132064
0.22721961241090338,1.1872079630963035,0.6257824771079306
0.5572566391492255,1.1269624190299004,0.3008571674740175
0.6919529247140874,1.6766951672965213,0.4692429680099
0.8423921571892031,1.1764908161964645,0.4971539618496293
0.9332830008208058,1.6438975106371332,0.3936497375769303
1.2132889378083178,1.2583680013031306,0.5469135832268816
0.15642843922889327,1.0709527821906637,0.3900414444675166
0.032630357946496345,1.0883013592332345,0.40642251861388184
0.9753761186904907,1.411848723583992,0.6087913812317983
0.0968262460097495,1.4051286538882568,0.330442269668908
0.5496600858456113,0.8564974475016205,0.38561106028125486
1.1100404308882885,1.1522371549758297,0.549664095629872
0.013613567184933626,2.2002106571940914,0.43356311643349615
0.24951573051161274,1.9365461894198472,0.4825074022209414
0.20553438076121008,1.844811090752987,0.5471707496573022
0.5321900218821716,1.8537505654455764,0.4851704870524038
0.8493688855190337,1.7575941791435443,0.45132128319317355
2.303980286209663,0.9458700312113051,0.7371324999120858
0.4024754984826581,1.3393579693013236,0.5600992037632513
0.27901965181370786,1.547143261652928,0.42518955341681913
0.40578661630847535,1.318278956080911,0.5409628762935194
0.05230769315115723,1.5853877623860333,0.3365043476338625
0.9319954705830291,1.377548944459373,0.518452248213671
0.47779971197392257,1.642837919731859,0.5930729528470027
0.3952357936389692,1.8114546459161218,0.4532510377239428
0.713393135277936,1.3064633433188908,0.7238195264910264
0.27397764024344357,1.0620856386413076,0.5784281501176629
1.026464526772514,1.4767265166140175,0.4906006629939625
0.21000374146059386,1.326393667031058,0.5767676701840111
0.21244732929578355,1.4673685308572129,0.6323715583148292
0.0664963335705833,1.4438613661879116,0.5306390760036401
0.08809919287830836,0.8091607467821144,0.5434253427256428
0.2556302856762533,1.4203849952200105,0.42640580507395665
0.1923471885499659,1.1862100888730875,0.36091820592887663
0.0757240559165149,1.4204205210955303,0.3546338536858032
2.231962829194663,1.1424529053429617,0.5349464555309932
0.7862100828403472,1.2355201578858763,0.6124706118844524
0.7217240636501508,1.5026024889107499,0.4479247648506847
0.027483455279858245,1.261974908496311,0.4460280296698217
0.9644646249570509,1.4580472510208364,0.6648720172235935
0.15069412424280237,1.8506740897944391,0.5342171865697313
0.21124323823207566,1.5038598049467105,0.49597814816798996
0.23388510637108675,1.1750057341769289,0.42576117268935043
0.8660733926185654,1.1811531589287318,0.5007017481908025
0.3353782974014156,1.2748414997396122,0.49753847479834373
0.7230261713004472,1.4074790530031203,0.6741022023379436
0.2972959498216077,1.193797057784824,0.4948199686400776
0.46474600226059876,1.1335948703599463,0.34334128565077027
1.5781999934801023,1.4358662371379431,0.5906344884760115
0.10549026994808222,1.6922745449964434,0.5487499179540011
0.09081713143890306,1.6250892575678408,0.46466318182322514
0.21945093781171823,1.275818717822959,0.6447646660642394
0.42510073069607607,1.493149983359807,0.49412463995520384
1.0598419925391909,1.7850456886058503,0.5004938643651968
0.1144753366252966,1.0654893586743517,0.606692548140119
1.1493633792598297,1.031546179087041,0.4240880274669326
0.4240448914412299,1.6076766040607473,0.5648238796850966
0.2103778120147275,1.57595517357504,0.3790449088469909
0.6380610437489744,1.3794129455935737,0.5431418828845862
0.8139850669886198,1.3021403090670611,0.5083225613308038
0.576973107672364,0.8997543843897722,0.45352704691071455
0.11673365990281714,1.0853140384990974,0.6349163580334202
0.5350046787871753,1.372688801374294,0.4211153658547116
0.8691436521810154,1.4951633321001412,0.4134885872872198
0.1571101957769428,1.0362242632068013,0.47891138805908157
0.8911001901436449,1.02950885495714,0.5760226972573319
0.9288369888857427,1.6909787105873053,0.5389341996238094
0.14063921156886236,1.744571702068336,0.3826778906816193
0.2384095085419976,1.5141305802927258,0.49979833502023924
1.0032353369953908,1.4873219419945627,0.5815718704910001
0.4303861602690529,1.5519263419936336,0.34549046887951135
0.13987984137477938,1.5510998298258987,0.5391248157552295
0.31330617090547697,1.2106531267873262,0.38883911015362754
1.165012373922258,1.287287137915307,0.5448932723975336
0.030652073977122555,1.2402421292236856,0.5334941967144682
0.11546790121131398,1.4299627858336668,0.3676960253763003
0.43902869595786836,1.217673886319234,0.43207053924697053
0.5086993574027567,1.82902268454362,0.5453837348827557
1.3949539640711104,1.2957188736785439,0.5766658739300585
0.04255596793916548,1.7176367386558238,0.5255972149235955
0.6602846558375811,1.427852014652052,0.5994767643230338
0.44011320769419177,1.56559593873454,0.450824932291557
0.14279568049890204,1.3665407046729985,0.5081761963130446
0.8201180278821021,1.6500364620702561,0.5507977212857685
0.23179639526809484,1.7627937807321707,0.45736313506941545
0.6512540675473991,1.5887322019318249,0.6341404469783074
0.16862967351425692,1.438645892449107,0.4717310636330857
0.009354948094429376,1.3071798294214083,0.37756357992740897
0.4886006293995531,1.1749556825950145,0.525843475465498
0.6789680485805358,1.4121580330116752,0.5068353138798275
1.063280231111129,1.6830987450387995,0.37628289767315487
0.2157592401648046,1.6113026068004175,0.4566455520315827
0.41006445278732206,1.2581794050499064,0.35449300574578296
1.008563268962902,1.0591869440544066,0.3167154438394492
0.11940427873487709,1.3159539089689058,0.3927076506164891
0.22434479458490825,1.8366926036372182,0.4313864393007609
0.08236937755328931,1.7997474599468337,0.5093050378347302
0.7048624513265639,1.6925154039706929,0.33332366053610696
1.779286080444179,1.5070898257354048,0.5273733835513738
0.27446763078819003,1.1353610356141435,0.4162871370132591
0.8126769339174117,1.2626007497139287,0.5063701657080666
0.09368165008440842,1.2927699374086532,0.47800473004650756
0.8887272460494794,1.1034801403423897,0.598162871231938
0.6657829570529579,1.1325086597726208,0.6236667058065649
0.44087451983763776,1.2493893439581287,0.5248438958357726
0.6716288990648335,1.3569662283883026,0.6031629807566571
0.14177183129328894,1.3871334946582192,0.621474403285052
0.24722532142942666,1.8417808126264972,0.5594837760266766
0.18173027721128276,1.280154148532535,0.4328990093381204
0.18042556768120657,1.7020534273754913,0.5907757130040788
1.2940552863737556,1.340301827074817,0.6600956753949447
0.29449240250349346,1.4517292224950573,0.31220101594949695
0.20730683697270755,1.6663215216713636,0.39146026558999264
1.1258779760576902,1.471221878620126,0.3285765092689183
0.7747259027073893,1.421438769262445,0.39168684204999055
1.0906402454719304,1.6210985648777019,0.33542389331536443
0.013961373537664424,1.4239583039858088,0.4927547871738642
0.30598101049023535,1.823717323736638,0.39854087574211605
1.3327503463570562,1.5353414022674232,0.52765467795018
0.5937235315759539,1.2055785068249638,0.4949805968088701
0.14134143481002584,1.647298144637371,0.4221929362519503
0.09875655983170359,1.2065084475845602,0.6255999437067139
1.4456338555730102,1.481403042099699,0.5863418138540617
0.060779228933560546,1.4049794510032423,0.46123146752886496
0.3139892916211559,1.1152692675708937,0.814199056209122
0.5061788694037821,1.3320144952319184,0.5290281343183503
0.12788280312826472,1.0721304670696743,0.5667349561020509
0.22132522833161627,1.068679726604343,0.46060324064880487
0.9004335181180324,1.2047692486691615,0.4313368626505091
0.2073904385189427,1.4390034089427748,0.6410318175747177
1.066394270391225,1.4328723900775657,0.5267280099315103
0.4163685837296943,0.9968732302283686,0.5321021391917088
0.7154079570140801,1.8068757137105365,0.37839878963430235
0.15332050236729766,1.887008927649353,0.45807352259646655
0.4771167072010635,1.6350596616301583,0.5971832726271177
0.1133229078349951,1.004198747648556,0.4647373859926149
0.450949633952955,1.8015849060669897,0.3697536713584018
0.385088901197965,1.6466593372544005,0.39161791056443795
0.788090371463827,1.1090797338589404,0.42850678039306705
0.6775500158005321,1.288820471609651,0.5289743381537155
0.6013666210995194,1.431342713113715,0.5435041614958137
0.8532287427452705,1.4764674100581763,0.4701071961900267
0.20614892272348875,1.3545493032231222,0.34595390181423163
0.6464115487180218,1.5619922567126063,0.5502990075940203
0.5875591004668789,1.4105592986481577,0.3446740359583443
0.27952936719713617,1.2925816110828505,0.44578154603704717
0.5979696859623216,1.3740026758712502,0.4520180665910127
0.20532097814900663,1.7503865546696635,0.5818195174626368
0.43353453462785496,1.4857711509355087,0.5442829626727694
0.1556094223301438,1.5901892029601328,0.4282912913355483
0.03715228584461729,1.3736113993869348,0.289511862245955
